Date,Open,High,Low,Close,Adj Close,Volume
2000-05-08,53.142960,53.942455,52.437523,52.625637,22.083506,16579072
2000-05-09,52.625637,52.625637,52.625637,52.625637,22.083506,0
2000-05-10,51.685055,52.155346,49.380627,49.380627,20.721790,5054682
2000-05-11,49.427654,49.850918,48.769245,49.380627,20.721790,8644263
2000-05-12,50.227150,51.779114,49.380627,51.167732,21.471718,8389952
2000-05-15,51.167732,52.343464,49.709831,50.979618,21.392773,8413900
2000-05-16,51.685055,51.920200,50.368237,50.885559,21.353315,7244653
2000-05-17,51.026646,51.073673,49.380627,49.380627,20.721790,8281403
2000-05-18,49.662800,50.368237,49.474686,49.850918,20.919134,7776663
2000-05-19,50.133091,50.133091,47.029167,47.969749,20.129736,8173411
2000-05-22,47.969749,48.298954,46.088585,46.276699,19.419275,5029006
2000-05-23,47.922722,47.969749,46.464817,46.652935,19.577152,3490413
2000-05-24,47.019760,47.969749,46.558876,47.264313,19.833712,3939124
2000-05-25,47.593517,48.345985,45.571262,45.637104,19.150879,8933498
2000-05-26,45.524235,45.524235,42.608425,42.796543,17.958889,16021865
2000-05-29,43.266834,43.266834,41.291611,43.144558,18.104918,17962549
2000-05-30,43.407921,45.383144,42.947037,44.376720,18.621975,11912075
2000-05-31,46.267296,46.380165,45.147999,45.505421,19.095617,7920058
2000-06-01,46.088585,47.499458,46.088585,46.558876,19.537682,12118490
2000-06-02,46.935108,50.227150,46.737587,49.850918,20.919134,16585770
2000-06-05,50.979618,51.026646,48.957363,49.474686,20.761255,3341649
2000-06-06,48.910336,50.086063,48.910336,49.474686,20.761255,10028244
2000-06-07,49.803886,49.944977,47.217285,49.474686,20.761255,3829059
2000-06-08,50.227150,50.791500,48.910336,50.039036,20.998077,3446557
2000-06-09,50.227150,50.744473,49.192509,50.321209,21.116493,11893922
2000-06-12,49.897945,50.603382,49.615772,50.039036,20.998077,2210941
2000-06-13,49.850918,50.039036,48.581131,49.239536,20.662584,9362620
2000-06-14,49.568741,49.709831,48.251926,48.816277,20.484970,4126215
2000-06-15,48.816277,49.192509,47.029167,48.063808,20.169207,5810011
2000-06-16,48.157867,48.534100,46.681152,46.841049,19.656094,11263834
2000-06-19,46.841049,46.841049,46.841049,46.841049,19.656094,0
2000-06-20,47.499458,47.969749,47.123226,47.687576,20.011322,5195472
2000-06-21,48.628159,50.368237,47.029167,48.440041,20.327078,11925923
2000-06-22,48.816277,52.484550,48.816277,52.484550,22.024311,12421679
2000-06-23,52.014259,53.707310,51.073673,53.566219,22.478197,8457357
2000-06-26,51.920200,53.048901,50.791500,50.791500,21.313848,6134092
2000-06-27,51.261791,51.638023,48.628159,49.333595,20.702049,9662939
2000-06-28,50.415268,50.415268,48.769245,48.910336,20.524443,25926463
2000-06-29,49.615772,49.615772,47.217285,47.593517,19.971849,12015415
2000-06-30,47.499458,48.440041,47.217285,48.440041,20.327078,5827819
2000-07-03,48.628159,49.239536,47.922722,47.969749,20.145967,5038096
2000-07-04,48.345985,48.345985,47.734604,48.016781,20.165731,6306591
2000-07-05,47.969749,48.393013,45.768784,46.511845,19.533689,14409807
2000-07-06,46.652935,47.311340,45.853439,46.088585,19.355947,7119145
2000-07-07,46.088585,46.088585,46.088585,46.088585,19.355947,0
2000-07-10,47.029167,47.076195,44.085140,44.809391,18.818716,13982413
2000-07-11,45.232655,45.232655,43.125748,43.172775,18.131390,14318428
2000-07-12,43.407921,44.527214,42.965847,42.965847,18.044476,16678798
2000-07-13,43.737125,43.897022,42.937630,42.984657,18.052376,10427943
2000-07-14,43.266834,44.611870,43.266834,43.360893,18.210390,7583697
2000-07-17,43.737125,43.972271,43.125748,43.501980,18.269644,9150278
2000-07-18,43.727718,43.727718,42.570801,42.787136,17.969421,12075325
2000-07-19,43.069309,43.492573,42.711887,43.248020,18.162989,7655089
2000-07-20,42.787136,43.643066,41.865364,43.266834,18.170879,21347789
2000-07-21,41.865364,42.514366,41.526752,41.545567,17.447998,28990094
2000-07-24,41.545567,41.545567,41.545567,41.545567,17.447998,0
2000-07-25,41.714870,41.808929,40.962402,41.056461,17.242590,4091609
2000-07-26,41.291611,42.796543,40.821316,41.122303,17.270237,9399858
2000-07-27,41.122303,41.122303,41.122303,41.122303,17.270237,0
2000-07-28,40.896564,41.338638,40.303997,40.351025,16.946323,6717613
2000-07-31,40.539143,41.084679,40.445084,40.680229,17.084581,5481784
2000-08-01,41.291611,42.091103,40.821316,42.081699,17.673161,6710117
2000-08-02,42.232193,43.219803,42.222786,43.163368,18.127428,8632780
2000-08-03,43.172775,43.389111,42.495556,43.266834,18.170879,8035093
2000-08-04,43.454948,43.643066,42.476746,43.501980,18.269644,7629653
2000-08-07,43.643066,44.160389,42.890598,42.890598,18.012869,5609391
2000-08-08,43.266834,43.360893,42.138134,43.266834,18.170879,5145583
2000-08-09,43.501980,43.690098,43.135151,43.511387,18.273592,5140320
2000-08-10,43.643066,44.771767,43.454948,44.771767,18.802916,9868450
2000-08-11,44.771767,45.006912,43.897022,44.959885,18.881910,4095144
2000-08-14,44.978695,45.016319,44.207417,44.677708,18.763407,1554460
2000-08-15,44.771767,44.894043,44.282665,44.536621,18.704151,952573
2000-08-16,44.546028,45.571262,44.546028,45.213840,18.988577,5143616
2000-08-17,45.242058,45.514828,44.865826,44.912853,18.862169,3163249
2000-08-18,45.242058,45.599480,44.865826,45.016319,18.905619,2951891
2000-08-21,45.420769,45.505421,44.884636,45.430176,19.079426,5459643
2000-08-22,45.448986,45.448986,43.567822,43.953461,18.459244,5829839
2000-08-23,44.009895,44.442562,42.937630,43.737125,18.368395,3593115
2000-08-24,44.085140,44.668304,42.796543,43.266834,18.170879,3737733
2000-08-25,43.266834,43.737125,43.078716,43.266834,18.170879,3749348
2000-08-28,43.266834,43.718315,43.041096,43.445545,18.245939,5618321
2000-08-29,43.191586,43.549007,42.815353,43.266834,18.170879,2330681
2000-08-30,44.762360,44.762360,43.313862,43.737125,18.368395,3060893
2000-08-31,44.019299,44.395535,42.984657,43.981678,18.471092,2827208
2000-09-01,43.981678,45.383144,43.981678,45.195030,18.980671,8847195
2000-09-04,45.430176,45.430176,44.781174,45.147999,18.960930,2807300
2000-09-05,45.147999,45.477203,44.301476,45.364334,19.051779,3560343
2000-09-06,45.289089,46.370758,45.185623,46.182644,19.395443,7584149
2000-09-07,46.088585,46.173237,45.637104,45.806408,19.237434,6231717
2000-09-08,46.088585,46.088585,44.320286,44.442562,18.664658,4728049
2000-09-11,44.856419,44.856419,44.198009,44.536621,18.704151,3490493
2000-09-12,44.677708,45.524235,44.198009,44.724739,18.783165,4514751
2000-09-13,45.129189,45.608887,44.799984,45.242058,19.000425,6120217
2000-09-14,45.618294,51.732082,45.383144,46.746990,19.632454,15599654
2000-09-15,46.963326,48.440041,46.370758,46.370758,19.474440,9362939
2000-09-18,46.568279,46.935108,45.383144,45.401958,19.067575,3510932
2000-09-19,45.336117,45.608887,44.677708,44.903450,18.858210,5962602
2000-09-20,45.608887,45.608887,44.442562,44.564838,18.716013,3665092
2000-09-21,44.865826,45.138596,43.295052,43.944054,18.455305,7297279
2000-09-22,43.737125,44.762360,43.266834,44.668304,18.759466,1400035
2000-09-25,45.147999,45.336117,44.245041,45.289089,19.020182,3170452
2000-09-26,45.044537,45.082157,44.310883,44.442562,18.664658,2103960
2000-09-27,44.677708,45.044537,43.454948,43.812370,18.399992,5020554
2000-09-28,43.906429,44.207417,43.041096,43.257427,18.166939,7899140
2000-09-29,43.266834,43.407921,42.608425,42.608425,17.894363,5160972
2000-10-02,42.890598,43.257427,42.232193,42.373280,17.795624,9824275
2000-10-03,42.467339,42.787136,42.185162,42.185162,17.716616,10315406
2000-10-04,42.467339,42.787136,42.232193,42.260410,17.748213,8246531
2000-10-05,42.429714,44.207417,42.420307,43.266834,18.170879,11367360
2000-10-06,43.680691,43.680691,42.486149,42.486149,17.859636,6740577
2000-10-09,42.420307,42.702484,41.545567,41.667843,17.515657,5808841
2000-10-10,42.128727,42.128727,40.915375,40.915375,17.199348,6944759
2000-10-11,41.329231,41.329231,39.974792,40.539143,17.041195,11116080
2000-10-12,40.539143,40.539143,40.539143,40.539143,17.041195,0
2000-10-13,39.974792,40.351025,38.657974,39.513905,16.610216,13410480
2000-10-16,40.774288,41.103493,39.739647,40.068851,16.843500,5773252
2000-10-17,40.445084,40.445084,37.106014,37.247101,15.657339,28198298
2000-10-18,37.435219,37.623333,35.365932,37.623333,15.815485,19307645
2000-10-19,37.623333,38.074814,37.171852,37.501057,15.764093,11114086
2000-10-20,37.999565,39.335194,37.999565,39.269356,16.507416,23516044
2000-10-23,39.495094,39.880733,37.858479,38.093624,16.013186,16687622
2000-10-24,38.375801,39.786674,37.943130,39.786674,16.724878,6636945
2000-10-25,39.222324,39.786674,38.469860,38.940151,16.369032,3676362
2000-10-26,38.799065,39.316383,38.093624,38.093624,16.013186,12289447
2000-10-27,38.582729,39.692616,38.103031,39.495094,16.602310,6355763
2000-10-30,39.504501,39.504501,38.140656,38.140656,16.032949,2409222
2000-10-31,38.140656,38.140656,38.140656,38.140656,16.032949,0
2000-11-01,38.140656,38.140656,38.140656,38.140656,16.032949,0
2000-11-02,39.504501,39.918358,39.034210,39.504501,16.606266,7159174
2000-11-03,39.231731,41.940613,39.231731,41.761902,17.555191,20269973
2000-11-06,41.752495,42.655453,41.667843,41.761902,17.555191,5869283
2000-11-07,42.138134,42.185162,41.432697,41.432697,17.416807,2476627
2000-11-08,41.432697,41.855961,40.435677,40.454491,17.005606,3755222
2000-11-09,40.256966,40.774288,39.796082,40.680229,17.100504,3654354
2000-11-10,40.915375,40.915375,39.645588,40.360432,16.966066,8077301
2000-11-13,40.012417,40.887157,39.504501,39.504501,16.606266,6776937
2000-11-14,39.749050,40.435677,39.222324,39.504501,16.606266,5708425
2000-11-15,40.303997,40.727261,39.598560,40.539143,17.041195,12943005
2000-11-16,40.774288,41.385666,40.050037,41.385666,17.397043,5192841
2000-11-17,40.764881,41.855961,39.758457,40.021820,16.823736,9351776
2000-11-20,40.445084,41.047058,39.739647,40.445084,17.001648,4858394
2000-11-21,40.162910,40.633202,39.081238,39.918358,16.780233,6625117
2000-11-22,39.410442,39.504501,37.867886,38.187683,16.052729,5886054
2000-11-23,38.563915,38.563915,36.682751,38.281742,16.092264,9951802
2000-11-24,38.291149,38.996586,37.811451,38.610947,16.230652,2750447
2000-11-27,39.410442,39.410442,37.736202,37.783234,15.882710,2220563
2000-11-28,37.905506,37.905506,37.153042,37.153042,15.617793,4743120
2000-11-29,37.058983,37.247101,36.682751,37.011955,15.558486,16232904
2000-11-30,37.153042,38.319366,36.306519,38.093624,16.013186,6886922
2000-12-01,38.150059,38.563915,37.247101,37.294128,15.677098,4267431
2000-12-04,37.905506,37.905506,35.742168,35.742168,15.024722,10226206
2000-12-05,36.221863,37.077793,36.221863,36.889679,15.507090,5973659
2000-12-06,36.889679,36.889679,36.889679,36.889679,15.507090,0
2000-12-07,36.729778,38.563915,36.682751,38.469860,16.171339,8449304
2000-12-08,38.469860,38.469860,38.469860,38.469860,16.171339,0
2000-12-11,38.846092,40.633202,38.573322,40.633202,17.080725,13072685
2000-12-12,40.905968,42.044075,39.824299,40.463894,17.009562,17349658
2000-12-13,41.649029,41.846554,40.614388,40.915375,17.199348,7838220
2000-12-14,40.821316,40.821316,40.106476,40.285183,16.934437,8627146
2000-12-15,39.645588,39.833706,38.836685,39.250542,16.499508,7663090
2000-12-18,38.761440,40.398052,38.093624,38.093624,16.013186,10369761
2000-12-19,38.516888,39.024803,37.435219,37.858479,15.914339,7724514
2000-12-20,37.623333,37.755016,36.240677,36.504040,15.344976,20535208
2000-12-21,36.221863,36.682751,35.742168,36.203053,15.218462,7608416
2000-12-22,36.080776,36.899082,35.967907,36.184242,15.210546,11351997
2000-12-25,36.184242,36.184242,36.184242,36.184242,15.210546,0
2000-12-26,36.184242,36.184242,36.184242,36.184242,15.210546,0
2000-12-27,36.917896,37.058983,35.036728,35.130787,14.767713,11047346
2000-12-28,35.281281,35.582268,34.340698,34.340698,14.435589,7934730
2000-12-29,34.237232,35.074352,34.049118,34.237232,14.392087,11033657
2001-01-01,34.237232,34.237232,34.237232,34.237232,14.392087,0
2001-01-02,34.519409,35.554050,33.625854,34.660496,14.570017,5424957
2001-01-03,33.917435,35.638702,33.917435,35.554050,14.945645,6175981
2001-01-04,37.613930,37.623333,36.513447,36.541664,15.360796,14707946
2001-01-05,36.682751,37.482246,36.541664,36.936707,15.526856,11672942
2001-01-08,36.776810,37.106014,36.682751,36.739185,15.461203,4875803
2001-01-09,37.200069,37.294128,36.682751,36.823837,15.496819,4007619
2001-01-10,36.917896,37.228287,36.682751,36.974331,15.560155,3686355
2001-01-11,37.200069,37.218884,36.682751,36.739185,15.461203,3874510
2001-01-12,37.049580,37.670364,36.917896,37.585709,15.817447,10387383
2001-01-15,37.792637,38.620354,37.623333,38.084221,16.027233,11038176
2001-01-16,38.150059,38.422829,37.106014,37.200069,15.655158,11307876
2001-01-17,38.281742,39.034210,37.623333,37.623333,15.833274,18663231
2001-01-18,38.140656,39.730240,38.140656,39.730240,16.719940,52338264
2001-01-19,40.445084,40.633202,39.899544,40.501518,17.044523,23173198
2001-01-22,40.021820,41.009434,39.410442,39.833706,16.763489,12788207
2001-01-23,39.570339,42.420307,39.570339,41.479725,17.456188,22483015
2001-01-24,41.479725,41.479725,41.479725,41.479725,17.456188,0
2001-01-25,40.501518,41.282204,40.501518,41.037651,17.270145,13854274
2001-01-26,41.037651,41.037651,41.037651,41.037651,17.270145,0
2001-01-29,41.620811,41.620811,40.821316,41.009434,17.258278,2534783
2001-01-30,41.150520,41.479725,40.924782,41.442101,17.440361,12487968
2001-01-31,41.451508,42.269814,40.924782,42.269814,17.788685,9189908
2001-02-01,41.808929,42.213379,40.830723,41.197552,17.337439,7035873
2001-02-02,41.639626,41.639626,39.730240,40.351025,16.981184,5665553
2001-02-05,40.078255,40.398052,39.984200,40.256966,16.941605,2990192
2001-02-06,40.219345,40.633202,39.814892,40.539143,17.060358,6398183
2001-02-07,40.435677,40.435677,39.194107,39.448067,16.601192,7085097
2001-02-08,39.297573,39.927765,39.250542,39.391628,16.577444,6514175
2001-02-09,39.410442,40.445084,39.269356,39.739647,16.723902,3257154
2001-02-12,40.040634,40.388649,39.749050,40.031227,16.846613,6762691
2001-02-13,40.247562,40.379242,39.880733,40.303997,16.961399,2849189
2001-02-14,39.974792,40.332214,39.034210,39.053020,16.434944,4197155
2001-02-15,39.325790,40.144096,39.081238,39.814892,16.755568,4414441
2001-02-16,39.974792,39.974792,38.874310,39.391628,16.577444,7277637
2001-02-19,38.940151,39.231731,38.855499,39.128265,16.466610,3428085
2001-02-20,39.288166,39.288166,38.846092,39.034210,16.427025,2898653
2001-02-21,39.034210,39.354008,38.657974,38.657974,16.268698,10411198
2001-02-22,38.620354,38.620354,37.331753,37.491653,15.777861,14626162
2001-02-23,37.802044,37.905506,36.917896,36.964924,15.556187,5579064
2001-02-26,37.623333,37.623333,37.153042,37.218884,15.663072,2868352
2001-02-27,37.595116,37.613930,36.917896,36.974331,15.560155,9916000
2001-02-28,36.880272,37.435219,36.880272,37.106014,15.615567,7344272
2001-03-01,37.153042,37.623333,36.974331,37.247101,15.674935,2516417
2001-03-02,38.084221,38.573322,37.435219,38.545105,16.221191,10252334
2001-03-05,38.582729,39.118862,38.375801,38.469860,16.189528,3604917
2001-03-06,39.118862,39.316383,38.610947,39.118862,16.462652,4160024
2001-03-07,39.222324,39.269356,38.121841,38.563915,16.229103,2324195
2001-03-08,38.883717,38.883717,38.187683,38.338177,16.134113,2060848
2001-03-09,38.554512,38.930744,38.103031,38.563915,16.229103,2855196
2001-03-12,38.563915,38.846092,36.513447,36.927303,15.540365,6392017
2001-03-13,36.682751,37.425812,36.221863,36.221863,15.243486,16189155
2001-03-14,36.221863,36.221863,36.221863,36.221863,15.243486,0
2001-03-15,35.732761,36.156021,34.810989,34.848614,14.665574,7577239
2001-03-16,35.140194,35.450584,34.425350,34.688713,14.598286,6646221
2001-03-19,34.660496,35.243656,34.660496,35.074352,14.760573,3136138
2001-03-20,35.516426,35.939690,35.290688,35.384747,14.891200,5908992
2001-03-21,35.224846,35.224846,34.801582,35.055542,14.752660,6484566
2001-03-22,35.177818,35.544643,33.578827,33.729317,14.194533,11248391
2001-03-23,34.801582,34.801582,33.766941,33.955059,14.289533,4020111
2001-03-26,34.698120,34.980293,34.152580,34.820396,14.653701,6874962
2001-03-27,35.168411,35.695137,34.519409,35.638702,14.998065,7784238
2001-03-28,35.177818,35.977314,35.083759,35.836224,15.081195,9871613
2001-03-29,35.742168,35.911472,34.801582,35.469398,14.926822,5392159
2001-03-30,34.895641,35.732761,34.895641,35.554050,14.962451,7866926
2001-04-02,35.742168,35.920879,35.412964,35.920879,15.116821,5845893
2001-04-03,35.535236,35.930283,35.412964,35.742168,15.041615,7794125
2001-04-04,35.365932,36.635719,35.271873,36.494633,15.358276,4169486
2001-04-05,36.231270,36.870869,35.986717,36.814430,15.492865,5024674
2001-04-06,37.049580,37.294128,35.939690,36.137211,15.207870,4939035
2001-04-09,35.187222,36.569881,35.187222,36.457008,15.342447,4065615
2001-04-10,36.457008,36.861462,35.742168,36.720371,15.453274,3298139
2001-04-11,36.767403,36.917896,36.212460,36.551067,15.382032,5039957
2001-04-12,36.852055,36.917896,35.845631,36.165428,15.219740,1703012
2001-04-13,36.165428,36.165428,36.165428,36.165428,15.219740,0
2001-04-16,36.165428,36.165428,36.165428,36.165428,15.219740,0
2001-04-17,36.165428,36.663937,35.930283,36.541664,15.378080,3937742
2001-04-18,36.682751,37.529274,36.635719,37.529274,15.793696,5893204
2001-04-19,38.187683,38.695599,37.482246,38.563915,16.229103,14419083
2001-04-20,38.469860,38.742626,37.435219,37.623333,15.833274,10252706
2001-04-23,37.623333,38.093624,36.880272,37.613930,15.829319,3676840
2001-04-24,37.623333,37.999565,37.162449,37.999565,15.991608,4172198
2001-04-25,37.999565,38.808468,37.341160,38.629757,16.256817,5327305
2001-04-26,38.629757,38.921337,38.187683,38.563915,16.229103,4034836
2001-04-27,38.469860,39.401035,38.206493,39.128265,16.466610,4398865
2001-04-30,39.071831,39.410442,38.375801,39.222324,16.506191,3558137
2001-05-01,39.222324,39.222324,39.222324,39.222324,16.506191,0
2001-05-02,39.504501,39.579746,38.705006,39.071831,16.442854,3755408
2001-05-03,39.269356,39.401035,37.717392,37.905506,15.952033,6294949
2001-05-04,37.811451,38.469860,37.679768,38.112438,16.039110,4751120
2001-05-07,38.112438,38.112438,38.112438,38.112438,16.039110,0
2001-05-08,38.347584,39.410442,38.347584,39.071831,16.442854,4587924
2001-05-09,39.071831,39.316383,38.610947,39.081238,16.446815,4637520
2001-05-10,39.081238,40.191128,38.846092,39.890141,16.787245,7816558
2001-05-11,39.871326,39.955978,39.429253,39.551529,16.644737,5006148
2001-05-14,39.560936,40.219345,39.212917,39.927765,16.803070,5422087
2001-05-15,39.692616,40.209938,39.692616,40.191128,16.913889,2685833
2001-05-16,40.068851,40.068851,39.504501,39.833706,16.763489,4479188
2001-05-17,40.313400,40.388649,39.927765,39.984200,16.826822,4557251
2001-05-18,39.504501,40.915375,39.504501,40.492111,17.040569,67662743
2001-05-21,40.680229,40.699039,39.560936,39.786674,16.743685,2730140
2001-05-22,40.303997,40.445084,39.852516,39.880733,16.783281,4372127
2001-05-23,39.927765,40.454491,39.927765,40.209938,16.921812,2573801
2001-05-24,39.786674,40.256966,39.786674,39.880733,16.783281,1513395
2001-05-25,40.050037,40.050037,38.563915,38.770844,16.316193,8508788
2001-05-28,38.799065,39.259949,38.770844,38.780251,16.320147,1677682
2001-05-29,38.799065,38.799065,38.187683,38.187683,16.070782,2483299
2001-05-30,38.554512,38.940151,38.300552,38.761440,16.312243,6622539
2001-05-31,38.563915,39.203514,38.328770,38.601540,16.244942,3444856
2001-06-01,38.573322,38.874310,38.037189,38.093624,16.031187,3080375
2001-06-04,38.281742,38.422829,38.140656,38.272335,16.106400,1777354
2001-06-05,38.394611,39.128265,38.027782,38.987179,16.407232,5671560
2001-06-06,39.081238,39.306976,38.620354,38.620354,16.252861,1736714
2001-06-07,38.582729,39.128265,38.187683,38.657974,16.268698,2837069
2001-06-08,38.930744,39.401035,38.864902,38.864902,16.355766,8539913
2001-06-11,38.723816,39.683212,38.695599,39.288166,16.533899,3536076
2001-06-12,39.532719,39.532719,38.375801,38.516888,16.209322,3654088
2001-06-13,38.667381,39.109455,38.375801,39.034210,16.427025,4669602
2001-06-14,38.610947,39.128265,38.404018,39.128265,16.466610,3185496
2001-06-15,38.667381,39.147079,38.037189,38.657974,16.268698,5937884
2001-06-18,38.432236,38.846092,37.171852,37.623333,15.833274,2854239
2001-06-19,37.388187,38.234715,37.388187,38.234715,16.090565,4741631
2001-06-20,38.328770,38.328770,37.256508,37.764420,15.892649,7756330
2001-06-21,37.877293,38.215900,37.153042,37.153042,15.635369,3601621
2001-06-22,37.717392,38.056004,37.435219,37.886696,15.944115,3174253
2001-06-25,37.679768,38.479263,37.576305,38.093624,16.031187,3027323
2001-06-26,38.328770,38.328770,37.256508,37.369377,15.726403,3944626
2001-06-27,37.802044,38.037189,37.369377,38.037189,16.007442,5455497
